grid_type,diffusion_evs,diffusion_hps,diffusion_pv_storage,curtailment,tariff_wholesale,tariff_grid_usage_fee,q,component,value
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Bus 43_HH2b_eff_vacSummer_ees,5.888878069373438e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Load 73_entity,-5.888878069373438e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 8_HH1a_random_vacWinter_ees,0.00030175307892129765
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 8_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 46_entity,-0.00029475307892129764
standard,70,standard,standard,none,rtt,fix,q09699,LV4.202 Bus 20_HH2b_random_vacWinter_ees,0.00048143537683600164
standard,70,standard,standard,none,rtt,fix,q09699,LV4.202 Load 12_entity,-0.00048143537683600164
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 47_HH1a_eff_vacSummer_ees,0.00012075480948734886
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 100_entity,-0.00012075480948734886
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 91_HH1b_random_vacSummer_ees,0.0002014534481215064
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 107_entity,-0.0002014534481215064
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Bus 77_HH1a_eff_vacWinter_ees,0.00010533559354629255
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Load 14_entity,-0.00010533559354629255
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 127_HH1b_random_vacWinter_ees,9.802494726819403e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 48_entity,-9.802494726819403e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Bus 69_LV3.203 Load 42_ees,0.00010394200000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 42_entity,-0.00010394200000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Bus 1_LV5.217 Load 7_ees,0.00011467799999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Load 7_entity,-0.00011467799999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 71_LV3.202 Load 91_ees,9.804e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 91_entity,-9.804e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Bus 105_LV3.203 Load 94_ees,9.804e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 94_entity,-9.804e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 60_LV3.202 Load 51_ees,0.00010405200000000001
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 60_LV3.202 Load 51_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 51_entity,-0.00010394200000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 90_entity,-0.0011049639999999997
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 111_LV3.205 Load 68_ees,0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 68_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 11_LV3.202 Load 44_ees,0.00028723500000000005
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 44_entity,-0.00028723500000000005
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 83_LV3.204 Load 72_ees,9.0388e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 83_LV3.204 Load 72_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 72_entity,-8.9888e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV4.202 Bus 6_LV4.202 Load 29_ees,0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV4.202 Load 29_entity,-0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 13_LV3.204 Load 99_ees,0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 99_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 80_LV3.205 Load 25_ees,0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 25_entity,-0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 133_LV3.205 Load 9_ees,0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 9_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 21_LV3.202 Load 27_ees,0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 27_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Bus 46_LV2.217 Load 83_ees,0.00018792800000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Load 56_entity,-8.9888e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Load 83_entity,-9.804e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 20_LV3.204 Load 11_ees,9.854e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 20_LV3.204 Load 11_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 11_entity,-9.804e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 39_LV3.202 Load 105_ees,0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 105_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 111_LV3.202 Load 68_ees,0.00013494199999999998
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 111_LV3.202 Load 68_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 68_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Bus 39_LV5.217 Load 83_ees,0.00022523
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Bus 39_LV5.217 Load 83_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Load 83_entity,-0.00022472
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 68_LV3.205 Load 78_ees,9.804e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 78_entity,-9.804e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 33_entity,-0.000344824
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 82_LV3.204 Load 15_ees,0.00011483899999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 82_LV3.204 Load 15_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 15_entity,-0.00011467799999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Bus 72_LV2.203 Load 57_ees,7.695199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Bus 72_LV2.203 Load 57_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Load 57_entity,-7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Bus 56_LV2.203 Load 41_ees,9.691500000000002e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Load 11_entity,-4.4944e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Load 41_entity,-5.197100000000001e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 91_LV3.205 Load 107_ees,9.804e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 107_entity,-9.804e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Bus 26_LV6.202 Load 5_ees,0.0003530087806937344
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 5_entity,-0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 105_entity,-0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 106_entity,-5.888878069373438e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Bus 57_LV3.203 Load 75_ees,7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 75_entity,-7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Bus 18_LV5.217 Load 40_ees,0.00026758199999999993
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Load 40_entity,-0.00026758199999999993
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Bus 79_LV2.203 Load 67_ees,0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Load 67_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV4.232 Bus 13_LV4.232 Load 22_ees,0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV4.232 Load 22_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 124_LV3.202 Load 53_ees,7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 53_entity,-7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 38_LV3.205 Load 112_ees,0.00038998000000000006
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 38_LV3.205 Load 112_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 112_entity,-0.00038298000000000005
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 103_LV3.205 Load 71_ees,0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 71_entity,-0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Bus 33_LV6.202 Load 1_ees,0.0002792424294914993
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 1_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 58_entity,-5.888878069373438e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 59_entity,-8.552164879776495e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 97_LV3.205 Load 65_ees,0.00028723500000000005
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 65_entity,-0.00028723500000000005
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 60_LV3.205 Load 51_ees,0.00010394200000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 51_entity,-0.00010394200000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 18_LV3.202 Load 17_ees,8.9888e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 17_entity,-8.9888e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV4.219 Load 34_entity,-0.001341742
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Bus 133_LV3.203 Load 9_ees,0.00013494199999999998
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Bus 133_LV3.203 Load 9_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 9_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Bus 80_LV3.203 Load 25_ees,0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 25_entity,-0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Bus 59_LV6.202 Load 56_ees,0.00016685
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Bus 59_LV6.202 Load 56_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 56_entity,-7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 57_entity,-8.9888e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Bus 130_LV3.203 Load 64_ees,7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 64_entity,-7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 128_LV3.205 Load 84_ees,7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 84_entity,-7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV4.232 Bus 10_LV4.232 Load 8_ees,0.00029412000000000004
standard,70,standard,standard,none,rtt,fix,q09699,LV4.232 Load 8_entity,-0.00029412000000000004
standard,70,standard,standard,none,rtt,fix,q09699,LV4.202 Bus 11_LV4.202 Load 21_ees,0.00019619
standard,70,standard,standard,none,rtt,fix,q09699,LV4.202 Bus 11_LV4.202 Load 21_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV4.202 Load 21_entity,-0.00019608
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Bus 56_LV2.217 Load 41_ees,9.691500000000002e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Load 11_entity,-4.4944e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Load 41_entity,-5.197100000000001e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Bus 16_LV2.217 Load 55_ees,0.00010410300000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Bus 16_LV2.217 Load 55_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Load 55_entity,-0.00010394200000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV4.219 Bus 14_LV4.219 Load 13_ees,0.00018027600000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV4.219 Bus 14_LV4.219 Load 13_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV4.219 Load 13_entity,-0.000179776
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Bus 92_LV3.203 Load 60_ees,0.00019149000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 60_entity,-0.00019149000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Bus 13_LV2.217 Load 22_ees,3.8225999999999996e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Load 22_entity,-3.8225999999999996e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 127_LV3.205 Load 48_ees,0.00028723500000000005
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 48_entity,-0.00028723500000000005
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 12_LV3.205 Load 74_ees,8.345199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 12_LV3.205 Load 74_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 74_entity,-7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV4.219 Bus 23_LV4.219 Load 25_ees,0.00022935599999999998
standard,70,standard,standard,none,rtt,fix,q09699,LV4.219 Load 25_entity,-0.00022935599999999998
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 46_entity,-0.0012015840000000001
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Bus 48_LV6.202 Load 96_ees,0.000311826
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 42_entity,-0.000155913
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Load 96_entity,-0.000155913
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Bus 64_LV3.203 Load 83_ees,0.00019149000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 83_entity,-0.00019149000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 46_entity,-0.0012015840000000001
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Bus 62_LV2.203 Load 65_ees,4.4944e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Load 65_entity,-4.4944e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Bus 36_LV5.217 Load 82_ees,0.000147221
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Bus 36_LV5.217 Load 82_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Load 82_entity,-0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Bus 101_LV5.217 Load 45_ees,0.00011467799999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Load 45_entity,-0.00011467799999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV4.219 Bus 15_LV4.219 Load 2_ees,0.000270591
standard,70,standard,standard,none,rtt,fix,q09699,LV4.219 Load 2_entity,-0.00011467799999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV4.219 Load 3_entity,-0.000155913
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Bus 33_LV3.203 Load 38_ees,0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 38_entity,-0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 38_LV3.202 Load 112_ees,0.00038298000000000005
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 112_entity,-0.00038298000000000005
standard,70,standard,standard,none,rtt,fix,q09699,LV4.202 Bus 23_LV4.202 Load 25_ees,0.00022935599999999998
standard,70,standard,standard,none,rtt,fix,q09699,LV4.202 Load 25_entity,-0.00022935599999999998
standard,70,standard,standard,none,rtt,fix,q09699,LV4.219 Load 36_entity,-0.0008681860000000001
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Bus 53_LV3.205 Load 56_ees,0.00019149000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 56_entity,-0.00019149000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV4.232 Bus 21_LV4.232 Load 31_ees,0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV4.232 Load 31_entity,-0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Bus 17_LV2.217 Load 63_ees,4.4944e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Load 63_entity,-4.4944e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 48_LV3.204 Load 43_ees,7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 43_entity,-7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.217 Load 84_entity,-0.00030596
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Bus 70_LV2.203 Load 49_ees,4.902e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV2.203 Load 49_entity,-4.902e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Bus 33_LV3.202 Load 38_ees,0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 38_entity,-0.00014706000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Bus 53_LV5.217 Load 52_ees,0.00020788400000000003
standard,70,standard,standard,none,rtt,fix,q09699,LV5.217 Load 52_entity,-0.00020788400000000003
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 90_entity,-0.0011049639999999997
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 92_LV3.204 Load 60_ees,0.00019160000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Bus 92_LV3.204 Load 60_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 60_entity,-0.00019149000000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Bus 41_HH1a_random_vacSummer_ees,0.000454500980782601
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Bus 32_HH2b_eff_vacSummer_ees,0.0004446741511732111
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Bus 24_HH1a_random_vacWinter_ees,0.0005641764517994595
standard,70,standard,standard,none,rtt,fix,q09699,LV6.202 Bus 18_LV6.202 Load 31_ees,0.0007114596400869483
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 SGen 9_pv,-5.0000000000000004e-08
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 111_entity,-0.00013483199999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 SGen 11_pv,-3.7e-06
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 79_entity,-0.000155913
standard,70,standard,standard,none,rtt,fix,q09699,LV3.202 Load 14_entity,-0.00010394200000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 SGen 3_pv,-3.3e-06
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 55_entity,-0.00011467799999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 113_entity,-0.00011467799999999999
standard,70,standard,standard,none,rtt,fix,q09699,LV3.203 Load 104_entity,-8.9888e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 SGen 2_pv,-7.6e-07
standard,70,standard,standard,none,rtt,fix,q09699,LV3.204 Load 13_entity,-0.00010394200000000002
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 SGen 5_pv,-1.4e-06
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 34_entity,-7.645199999999999e-05
standard,70,standard,standard,none,rtt,fix,q09699,LV3.205 Load 111_entity,-0.00013483199999999999
